,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,dist,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,year,team,xg,xga,fk,g-xg,np:g-xg,npxg,npxg/sh
17,2016-01-17,15:00,Super League,Regular season,Sun,Away,W,2.0,0.0,PAS Giannina,,3222.0,,,Ioannis Papadopoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
18,2016-01-24,19:30,Super League,Regular season,Sun,Home,W,1.0,0.0,PAOK,,13792.0,,,Athanasios Giachos,Match Report,,,,,1.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
19,2016-01-31,15:00,Super League,Regular season,Sun,Home,W,3.0,0.0,Veria,,6463.0,,,Charalambos Kalogeropoulos,Match Report,,,,,3.0,0.0,1.0,,,,2015,AEK Athens,,,,,,,
20,2016-02-07,17:15,Super League,Regular season,Sun,Away,L,0.0,1.0,Atromitos,,1928.0,,,Georgios Kominis,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
21,2016-02-13,19:30,Super League,Regular season,Sat,Home,W,1.0,0.0,Olympiacos,,31121.0,,,Charalambos Kalogeropoulos,Match Report,,,,,1.0,0.0,1.0,,,,2015,AEK Athens,,,,,,,
22,2016-02-20,19:30,Super League,Regular season,Sat,Away,D,1.0,1.0,Iraklis,,3929.0,,,Ilias Spathas,Match Report,,,,,1.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
23,2016-02-28,19:30,Super League,Regular season,Sun,Home,W,1.0,0.0,Panathinaikos,,20930.0,,,Michael Koukoulakis,Match Report,,,,,1.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
24,2016-03-07,19:30,Super League,Regular season,Mon,Away,D,0.0,0.0,Asteras Tripoli,,2558.0,,,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
25,2016-03-14,19:30,Super League,Regular season,Mon,Home,W,3.0,0.0,Panthrakikos,,2647.0,,,Ioannis Papadopoulos,Match Report,,,,,3.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
26,2016-03-20,15:00,Super League,Regular season,Sun,Away,L,0.0,1.0,Panetolikos,,3480.0,,,Ioannis Delfakis,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
27,2016-04-03,19:00,Super League,Regular season,Sun,Away,D,0.0,0.0,AEL Kalloni,,2062.0,,,Dimitros Thanos,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
28,2016-04-10,19:00,Super League,Regular season,Sun,Home,W,2.0,0.0,Panionios,,,,,Athanasios Giachos,Match Report,,,,,2.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
29,2016-04-17,19:00,Super League,Regular season,Sun,Away,L,0.0,3.0,Levadiakos,,590.0,,,Christos Mitsios,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
30,2016-05-11,20:30,Super League,European competition play-offs,Wed,Away,L,1.0,2.0,PAOK,,,,,Stavros Mantalos,Match Report,,,,,1.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
31,2016-05-20,20:30,Super League,European competition play-offs,Fri,Home,W,1.0,0.0,Panionios,,9472.0,,,Marios Labropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
32,2016-05-23,20:30,Super League,European competition play-offs,Mon,Away,L,0.0,3.0,Panathinaikos,,8018.0,,,Tasos Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
33,2016-05-26,20:30,Super League,European competition play-offs,Thu,Home,W,3.0,1.0,Panathinaikos,,6919.0,,,Michael Koukoulakis,Match Report,,,,,3.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
34,2016-05-29,20:00,Super League,European competition play-offs,Sun,Home,D,0.0,0.0,PAOK,,10880.0,,,Georgios Kominis,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
35,2016-05-31,20:15,Super League,European competition play-offs,Tue,Away,L,0.0,1.0,Panionios,,1001.0,,,Andreas Pappas,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,48.0,2.0,5.0,,,,2015,AEK Athens,,,,,,,
0,2015-07-16,20:00,Europa Lg,Second qualifying round,Thu,Away,L,1.0,2.0,hr Lokomotiva,,1000.0,Dimitris Salpingidis,3-4-3,Yurii Mozharovskyi,Match Report,Leg 1 of 2,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
1,2015-07-23,20:00,Europa Lg,Second qualifying round,Thu,Home,W,6.0,0.0,hr Lokomotiva,,11923.0,Alexandros Tziolis,3-5-2,Carlos Xistra,Match Report,Leg 2 of 2; PAOK won,,,,5.0,0.0,0.0,,,,2015,PAOK,,,,,,,
2,2015-07-30,20:00,Europa Lg,Third qualifying round,Thu,Home,W,1.0,0.0,sk Spartak Trnava,,12427.0,Alexandros Tziolis,3-5-2,Svein Erik Edvartsen,Match Report,Leg 1 of 2,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
3,2015-08-06,20:05,Europa Lg,Third qualifying round,Thu,Away,D,1.0,1.0,sk Spartak Trnava,,3555.0,Alexandros Tziolis,4-2-3-1,Tobias Welz,Match Report,Leg 2 of 2; PAOK won,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
4,2015-08-20,20:00,Europa Lg,Play-off round,Thu,Home,W,5.0,0.0,dk Brøndby,,20106.0,Alexandros Tziolis,3-2-3-2,Alberto Undiano,Match Report,Leg 1 of 2,,,,5.0,0.0,1.0,,,,2015,PAOK,,,,,,,
5,2015-08-23,19:15,Super League,Regular season,Sun,Home,D,0.0,0.0,Skoda Xanthi,,13309.0,,,Michael Koukoulakis,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAOK,,,,,,,
6,2015-08-27,20:00,Europa Lg,Play-off round,Thu,Away,D,1.0,1.0,dk Brøndby,,6630.0,Alexandros Tziolis,4-2-3-1,Paolo Tagliavento,Match Report,Leg 2 of 2; PAOK won,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
7,2015-08-30,21:30,Super League,Regular season,Sun,Away,L,1.0,3.0,PAS Giannina,,3273.0,,,Athanasios Giachos,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
8,2015-09-12,18:15,Super League,Regular season,Sat,Away,W,3.0,0.0,Veria,,3557.0,,,Mihail Voskakis,Match Report,,,,,3.0,0.0,0.0,,,,2015,PAOK,,,,,,,
9,2015-09-17,22:00,Europa Lg,Group stage,Thu,Away,D,0.0,0.0,az Qabala,50.0,4800.0,Stefanos Athanasiadis,4-3-3,Javier Estrada,Match Report,,,0.0,0.0,0.0,0.0,0.0,17.0,5.0,29.4,2015,PAOK,,,,,,,
10,2015-09-23,20:30,Super League,Regular season,Wed,Home,W,2.0,1.0,AEK Athens,,21199.0,,,Tasos Sidiropoulos,Match Report,,,,,2.0,1.0,1.0,,,,2015,PAOK,,,,,,,
11,2015-09-27,20:30,Super League,Regular season,Sun,Away,W,2.0,1.0,Atromitos,,1219.0,,,Charalambos Kalogeropoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAOK,,,,,,,
12,2015-10-01,22:05,Europa Lg,Group stage,Thu,Home,D,1.0,1.0,de Dortmund,32.0,25663.0,Alexandros Tziolis,5-3-2,Anthony Taylor,Match Report,,,0.11,0.5,1.0,0.0,0.0,9.0,2.0,22.2,2015,PAOK,,,,,,,
13,2015-10-04,20:30,Super League,Regular season,Sun,Home,L,0.0,2.0,Olympiacos,,25674.0,,,Athanasios Giachos,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAOK,,,,,,,
14,2015-10-18,20:30,Super League,Regular season,Sun,Away,D,3.0,3.0,Iraklis,,10043.0,,,Michael Koukoulakis,Match Report,,,,,3.0,0.0,0.0,,,,2015,PAOK,,,,,,,
15,2015-10-22,22:05,Europa Lg,Group stage,Thu,Home,D,0.0,0.0,ru Krasnodar,45.0,9325.0,Stefanos Athanasiadis,5-3-2,Andreas Ekberg,Match Report,,,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,2015,PAOK,,,,,,,
16,2015-10-25,19:30,Super League,Regular season,Sun,Home,W,3.0,1.0,Panathinaikos,,15374.0,,,Alexandros Aretopoulos,Match Report,,,,,3.0,1.0,1.0,,,,2015,PAOK,,,,,,,
17,2015-11-01,15:00,Super League,Regular season,Sun,Away,L,1.0,2.0,Asteras Tripoli,,2101.0,,,Chris Magiannis,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
18,2015-11-05,21:00,Europa Lg,Group stage,Thu,Away,L,1.0,2.0,ru Krasnodar,46.0,15550.0,Alexandros Tziolis,3-4-3,Arnold Hunter,Match Report,,,0.14,0.5,1.0,0.0,0.0,7.0,2.0,28.6,2015,PAOK,,,,,,,
19,2015-11-08,17:15,Super League,Regular season,Sun,Home,D,3.0,3.0,Panthrakikos,,7274.0,,,Alexandros Dimitropoulos,Match Report,,,,,3.0,0.0,0.0,,,,2015,PAOK,,,,,,,
20,2015-11-22,15:00,Super League,Regular season,Sun,Home,D,0.0,0.0,Panetolikos,,8964.0,,,Tasos Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAOK,,,,,,,
21,2015-11-26,22:05,Europa Lg,Group stage,Thu,Home,D,0.0,0.0,az Qabala,55.0,6131.0,Alexandros Tziolis,3-1-4-2,Jakob Kehlet,Match Report,,,0.0,0.0,0.0,0.0,0.0,16.0,4.0,25.0,2015,PAOK,,,,,,,
22,2015-11-30,19:30,Super League,Regular season,Mon,Away,W,3.0,1.0,AEL Kalloni,,1066.0,,,Ioannis Delfakis,Match Report,,,,,3.0,0.0,0.0,,,,2015,PAOK,,,,,,,
23,2015-12-06,15:00,Super League,Regular season,Sun,Home,W,2.0,1.0,Panionios,,8579.0,,,Aristidis Vatsios,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAOK,,,,,,,
24,2015-12-10,19:00,Europa Lg,Group stage,Thu,Away,W,1.0,0.0,de Dortmund,28.0,55200.0,Alexandros Tziolis,3-5-2,Mattias Gestranius,Match Report,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,2015,PAOK,,,,,,,
25,2015-12-14,19:30,Super League,Regular season,Mon,Away,D,0.0,0.0,Levadiakos,,676.0,,,Alexandros Aretopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAOK,,,,,,,
26,2015-12-20,15:00,Super League,Regular season,Sun,Home,W,1.0,0.0,Platanias,,8987.0,,,Christos Mitsios,Match Report,,,,,1.0,1.0,1.0,,,,2015,PAOK,,,,,,,
27,2016-01-10,15:00,Super League,Regular season,Sun,Home,W,3.0,1.0,PAS Giannina,,7390.0,,,Georgios Kizas,Match Report,,,,,3.0,0.0,0.0,,,,2015,PAOK,,,,,,,
28,2016-01-17,17:15,Super League,Regular season,Sun,Home,W,2.0,1.0,Veria,,5762.0,,,Alexandros Dimitropoulos,Match Report,,,,,2.0,1.0,1.0,,,,2015,PAOK,,,,,,,
29,2016-01-20,19:30,Super League,Regular season,Wed,Away,D,1.0,1.0,Skoda Xanthi,,1592.0,,,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
30,2016-01-24,19:30,Super League,Regular season,Sun,Away,L,0.0,1.0,AEK Athens,,13792.0,,,Athanasios Giachos,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAOK,,,,,,,
31,2016-01-30,19:30,Super League,Regular season,Sat,Home,D,1.0,1.0,Atromitos,,7905.0,,,Andreas Pappas,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
32,2016-02-07,19:30,Super League,Regular season,Sun,Away,L,0.0,1.0,Olympiacos,,29576.0,,,Alexandros Dimitropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAOK,,,,,,,
33,2016-02-14,19:30,Super League,Regular season,Sun,Home,L,0.0,1.0,Iraklis,,11588.0,,,Dimitros Thanos,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAOK,,,,,,,
34,2016-02-21,19:30,Super League,Regular season,Sun,Away,D,2.0,2.0,Panathinaikos,,8318.0,,,Georgios Kominis,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAOK,,,,,,,
35,2016-02-27,19:30,Super League,Regular season,Sat,Home,W,2.0,0.0,Asteras Tripoli,,8812.0,,,Alexandros Aretopoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAOK,,,,,,,
36,2016-03-06,15:00,Super League,Regular season,Sun,Away,L,1.0,2.0,Panthrakikos,,1533.0,,,Mihail Voskakis,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
37,2016-03-12,19:30,Super League,Regular season,Sat,Away,W,3.0,0.0,Panetolikos,,1876.0,,,Tasos Sidiropoulos,Match Report,,,,,3.0,0.0,0.0,,,,2015,PAOK,,,,,,,
38,2016-03-20,17:15,Super League,Regular season,Sun,Home,W,3.0,0.0,AEL Kalloni,,7725.0,,,Dimitrios Karantonis,Match Report,,,,,3.0,0.0,0.0,,,,2015,PAOK,,,,,,,
39,2016-04-03,19:00,Super League,Regular season,Sun,Away,L,1.0,3.0,Panionios,,2505.0,,,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
40,2016-04-10,19:00,Super League,Regular season,Sun,Home,W,2.0,0.0,Levadiakos,,,,,Ioannis Delfakis,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAOK,,,,,,,
41,2016-04-17,19:00,Super League,Regular season,Sun,Away,D,0.0,0.0,Platanias,,2173.0,,,Stavros Mantalos,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAOK,,,,,,,
42,2016-05-11,20:30,Super League,European competition play-offs,Wed,Home,W,2.0,1.0,AEK Athens,,,,,Stavros Mantalos,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAOK,,,,,,,
43,2016-05-15,20:30,Super League,European competition play-offs,Sun,Away,D,1.0,1.0,Panathinaikos,,8178.0,,,Georgios Kizas,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
44,2016-05-23,18:15,Super League,European competition play-offs,Mon,Away,W,2.0,0.0,Panionios,,1609.0,,,Alexandros Aretopoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAOK,,,,,,,
45,2016-05-26,18:15,Super League,European competition play-offs,Thu,Home,W,2.0,0.0,Panionios,,,,,Ioannis Delfakis,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAOK,,,,,,,
46,2016-05-29,20:00,Super League,European competition play-offs,Sun,Away,D,0.0,0.0,AEK Athens,,10880.0,,,Georgios Kominis,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAOK,,,,,,,
47,2016-05-31,20:15,Super League,European competition play-offs,Tue,Home,D,1.0,1.0,Panathinaikos,,20156.0,,,Alexandros Aretopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAOK,,,,,,,
48,,,,,,,,,,,,,,,,,,,0.05,0.18,70.0,4.0,5.0,58.0,17.0,29.3,2015,PAOK,,,,,,,
0,2015-08-23,21:30,Super League,Regular season,Sun,Away,L,0.0,3.0,Olympiacos,,21807.0,,,Ioannis Delfakis,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
1,2015-08-30,19:15,Super League,Regular season,Sun,Away,W,1.0,0.0,Iraklis,,4473.0,,,Evangelos Kiotzenis,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
2,2015-09-13,20:30,Super League,Regular season,Sun,Home,W,1.0,0.0,Panathinaikos,,2762.0,,,Andreas Pappas,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
3,2015-09-23,18:15,Super League,Regular season,Wed,Away,L,1.0,2.0,Asteras Tripoli,,1420.0,,,Michael Koukoulakis,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
4,2015-09-27,18:15,Super League,Regular season,Sun,Home,D,1.0,1.0,Panthrakikos,,685.0,,,Dimitrios Karantonis,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
5,2015-10-03,18:15,Super League,Regular season,Sat,Away,W,5.0,1.0,Panetolikos,,2090.0,,,Stavros Mantalos,Match Report,,,,,5.0,1.0,1.0,,,,2015,Panionios,,,,,,,
6,2015-10-17,18:15,Super League,Regular season,Sat,Home,W,2.0,0.0,AEL Kalloni,,898.0,,,Andreas Pappas,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panionios,,,,,,,
7,2015-10-25,17:15,Super League,Regular season,Sun,Home,L,0.0,1.0,Veria,,844.0,,,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
8,2015-10-31,15:00,Super League,Regular season,Sat,Away,W,2.0,0.0,Levadiakos,,332.0,,,Evangelos Kiotzenis,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panionios,,,,,,,
9,2015-11-07,15:00,Super League,Regular season,Sat,Home,W,2.0,1.0,Platanias,,1110.0,,,Ioannis Papadopoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panionios,,,,,,,
10,2015-11-22,17:15,Super League,Regular season,Sun,Away,L,0.0,2.0,Skoda Xanthi,,956.0,,,Stavros Tritsonis,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
11,2015-11-28,17:15,Super League,Regular season,Sat,Home,W,2.0,0.0,PAS Giannina,,1395.0,,,Thanasis Tzilos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panionios,,,,,,,
12,2015-12-06,15:00,Super League,Regular season,Sun,Away,L,1.0,2.0,PAOK,,8579.0,,,Aristidis Vatsios,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
13,2015-12-12,19:30,Super League,Regular season,Sat,Home,D,1.0,1.0,AEK Athens,,2394.0,,,Dimitrios Zigouris,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
14,2015-12-19,15:00,Super League,Regular season,Sat,Away,L,0.0,1.0,Atromitos,,682.0,,,Evangelos Kiotzenis,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
15,2016-01-03,19:30,Super League,Regular season,Sun,Home,L,1.0,3.0,Olympiacos,,1793.0,,,Alexandros Dimitropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
16,2016-01-10,17:15,Super League,Regular season,Sun,Home,W,1.0,0.0,Iraklis,,1902.0,,,Andreas Pappas,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
17,2016-01-17,19:30,Super League,Regular season,Sun,Away,D,0.0,0.0,Panathinaikos,,,,,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
18,2016-01-23,17:15,Super League,Regular season,Sat,Home,D,0.0,0.0,Asteras Tripoli,,933.0,,,Dimitros Thanos,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
19,2016-01-30,17:15,Super League,Regular season,Sat,Away,W,1.0,0.0,Panthrakikos,,912.0,,,Athanasios Giachos,Match Report,,,,,1.0,1.0,1.0,,,,2015,Panionios,,,,,,,
20,2016-02-08,19:30,Super League,Regular season,Mon,Home,W,2.0,0.0,Panetolikos,,1091.0,,,Alexandros Aretopoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panionios,,,,,,,
21,2016-02-14,17:15,Super League,Regular season,Sun,Away,D,1.0,1.0,AEL Kalloni,,459.0,,,Mihail Voskakis,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
22,2016-02-22,19:30,Super League,Regular season,Mon,Away,D,1.0,1.0,Veria,,634.0,,,Andreas Pappas,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
23,2016-02-28,17:15,Super League,Regular season,Sun,Home,L,0.0,2.0,Levadiakos,,1115.0,,,Ioannis Delfakis,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
24,2016-03-05,17:15,Super League,Regular season,Sat,Away,D,0.0,0.0,Platanias,,1593.0,,,Marios Labropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
25,2016-03-12,15:00,Super League,Regular season,Sat,Home,W,3.0,0.0,Skoda Xanthi,,664.0,,,Ilias Spathas,Match Report,,,,,3.0,0.0,0.0,,,,2015,Panionios,,,,,,,
26,2016-03-21,19:30,Super League,Regular season,Mon,Away,D,1.0,1.0,PAS Giannina,,1914.0,,,Thanasis Tzilos,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
27,2016-04-03,19:00,Super League,Regular season,Sun,Home,W,3.0,1.0,PAOK,,2505.0,,,Anastasios Papapetrou,Match Report,,,,,3.0,0.0,0.0,,,,2015,Panionios,,,,,,,
28,2016-04-10,19:00,Super League,Regular season,Sun,Away,L,0.0,2.0,AEK Athens,,,,,Athanasios Giachos,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
29,2016-04-17,19:00,Super League,Regular season,Sun,Home,L,0.0,1.0,Atromitos,,1558.0,,,Georgios Kominis,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
30,2016-05-11,18:15,Super League,European competition play-offs,Wed,Home,D,1.0,1.0,Panathinaikos,,1799.0,,,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
31,2016-05-20,20:30,Super League,European competition play-offs,Fri,Away,L,0.0,1.0,AEK Athens,,9472.0,,,Marios Labropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
32,2016-05-23,18:15,Super League,European competition play-offs,Mon,Home,L,0.0,2.0,PAOK,,1609.0,,,Alexandros Aretopoulos,Match Report,,,,,0.0,0.0,1.0,,,,2015,Panionios,,,,,,,
33,2016-05-26,18:15,Super League,European competition play-offs,Thu,Away,L,0.0,2.0,PAOK,,,,,Ioannis Delfakis,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
34,2016-05-29,18:15,Super League,European competition play-offs,Sun,Away,L,0.0,1.0,Panathinaikos,,4910.0,,,Georgios Kizas,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panionios,,,,,,,
35,2016-05-31,20:15,Super League,European competition play-offs,Tue,Home,W,1.0,0.0,AEK Athens,,1001.0,,,Andreas Pappas,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panionios,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,34.0,2.0,3.0,,,,2015,Panionios,,,,,,,
0,2015-08-23,19:15,Super League,Regular season,Sun,Away,D,1.0,1.0,Veria,,827.0,,,Athanassios Tzilos,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
1,2015-08-30,21:30,Super League,Regular season,Sun,Home,W,3.0,1.0,PAOK,,3273.0,,,Athanasios Giachos,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
2,2015-09-13,16:00,Super League,Regular season,Sun,Away,L,1.0,3.0,AEK Athens,,14567.0,,,Stavros Mantalos,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
3,2015-09-23,18:15,Super League,Regular season,Wed,Home,W,1.0,0.0,Atromitos,,1686.0,,,Dimitros Styliaras,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
4,2015-09-26,20:30,Super League,Regular season,Sat,Away,L,1.0,5.0,Olympiacos,,17248.0,,,Ioannis Papadopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
5,2015-10-04,18:15,Super League,Regular season,Sun,Home,D,2.0,2.0,Iraklis,,2282.0,,,Anastasios Papapetrou,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
6,2015-10-19,17:15,Super League,Regular season,Mon,Away,L,1.0,3.0,Panathinaikos,,7823.0,,,Marios Labropoulos,Match Report,,,,,1.0,1.0,1.0,,,,2015,PAS Giannina,,,,,,,
7,2015-10-25,17:15,Super League,Regular season,Sun,Home,L,1.0,2.0,Asteras Tripoli,,1619.0,,,Dimitros Styliaras,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
8,2015-11-01,17:15,Super League,Regular season,Sun,Home,W,2.0,0.0,Panthrakikos,,14557.0,,,Ananias Fotiadis,Match Report,,,,,2.0,0.0,1.0,,,,2015,PAS Giannina,,,,,,,
9,2015-11-09,19:30,Super League,Regular season,Mon,Away,L,1.0,2.0,Panetolikos,,1836.0,,,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
10,2015-11-21,17:15,Super League,Regular season,Sat,Home,W,2.0,1.0,AEL Kalloni,,1370.0,,,Dimitrios Karantonis,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
11,2015-11-28,17:15,Super League,Regular season,Sat,Away,L,0.0,2.0,Panionios,,1395.0,,,Thanasis Tzilos,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
12,2015-12-06,17:15,Super League,Regular season,Sun,Home,L,0.0,1.0,Levadiakos,,1170.0,,,Andreas Pappas,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
13,2015-12-12,17:15,Super League,Regular season,Sat,Away,W,1.0,0.0,Platanias,,1605.0,,,Marios Labropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
14,2015-12-20,17:15,Super League,Regular season,Sun,Home,D,1.0,1.0,Skoda Xanthi,,1456.0,,,Ilias Spathas,Match Report,,,,,1.0,1.0,1.0,,,,2015,PAS Giannina,,,,,,,
15,2016-01-02,17:15,Super League,Regular season,Sat,Home,W,2.0,0.0,Veria,,1477.0,,,Aristidis Vatsios,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
16,2016-01-10,15:00,Super League,Regular season,Sun,Away,L,1.0,3.0,PAOK,,7390.0,,,Georgios Kizas,Match Report,,,,,1.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
17,2016-01-17,15:00,Super League,Regular season,Sun,Home,L,0.0,2.0,AEK Athens,,3222.0,,,Ioannis Papadopoulos,Match Report,,,,,0.0,0.0,1.0,,,,2015,PAS Giannina,,,,,,,
18,2016-01-24,17:15,Super League,Regular season,Sun,Away,W,2.0,0.0,Atromitos,,585.0,,,Spyros Selimos,Match Report,,,,,2.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
19,2016-01-31,19:30,Super League,Regular season,Sun,Home,L,0.0,3.0,Olympiacos,,4484.0,,,Marios Labropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
20,2016-02-07,15:00,Super League,Regular season,Sun,Away,L,0.0,1.0,Iraklis,,1400.0,,,Dimitros Styliaras,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
21,2016-02-14,15:00,Super League,Regular season,Sun,Home,L,0.0,3.0,Panathinaikos,,2703.0,,,Ioannis Delfakis,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
22,2016-02-20,17:15,Super League,Regular season,Sat,Away,D,0.0,0.0,Asteras Tripoli,,1348.0,,,Evangelos Kiotzenis,Match Report,,,,,0.0,0.0,0.0,,,,2015,PAS Giannina,,,,,,,
