,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,dist,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,year,team,xg,xga,fk,g-xg,np:g-xg,npxg,npxg/sh
19,2024-01-20,,Super League,Regular season,Sat,Away,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Giannina,,,,,,,
20,2024-01-27,,Super League,Regular season,Sat,Home,,,,PAS Lamia,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Giannina,,,,,,,
21,2024-02-03,,Super League,Regular season,Sat,Home,,,,Aris,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Giannina,,,,,,,
22,2024-02-10,,Super League,Regular season,Sat,Away,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Giannina,,,,,,,
23,2024-02-17,,Super League,Regular season,Sat,Home,,,,OFI Crete,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Giannina,,,,,,,
24,2024-02-24,,Super League,Regular season,Sat,Away,,,,AEK Athens,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Giannina,,,,,,,
25,2024-03-03,,Super League,Regular season,Sun,Home,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Giannina,,,,,,,
0,2023-08-15,20:00,Champions Lg,Third qualifying round,Tue,Away,W,2.0,1.0,hr Dinamo Zagreb,,13311.0,Damian Szymański,4-2-3-1,João Pinheiro,Match Report,Leg 1 of 2,,,,2.0,0.0,0.0,,,,2023,AEK Athens,,,,,,,
1,2023-08-19,20:45,Super League,Regular season,Sat,Home,,,,Panetolikos,,,,,,,Match Postponed,,,,2.0,0.0,1.0,,,,2023,AEK Athens,,,,,,,
2,2023-08-19,21:45,Champions Lg,Third qualifying round,Sat,Home,D,2.0,2.0,hr Dinamo Zagreb,,30100.0,Damian Szymański,4-2-3-1,Espen Andreas Eskås,Match Report,Leg 2 of 2; AEK Athens won,,0.0,0.0,0.0,0.0,0.0,23.0,4.0,17.4,2023,AEK Athens,,,,,,,
3,2023-08-22,21:00,Champions Lg,Play-off round,Tue,Away,L,0.0,1.0,be Antwerp,64.0,13376.0,Damian Szymański,4-2-3-1,François Letexier,Match Report,Leg 1 of 2,,,,1.0,0.0,1.0,,,,2023,AEK Athens,,,,,,,
4,2023-08-26,21:30,Super League,Regular season,Sat,Home,D,1.0,1.0,Panserraikos,,,Konstantinos Galanopoulos,4-2-3-1,Efstathios Gortsilas,Match Report,,,0.06,0.33,1.0,0.0,0.0,18.0,3.0,16.7,2023,AEK Athens,,,,,,,
5,2023-08-30,22:00,Champions Lg,Play-off round,Wed,Home,L,1.0,2.0,be Antwerp,63.0,29300.0,Damian Szymański,4-3-1-2,Jesús Gil,Match Report,Leg 2 of 2; Antwerp won,,,,3.0,1.0,1.0,,,,2023,AEK Athens,,,,,,,
6,2023-09-03,21:30,Super League,Regular season,Sun,Away,W,3.0,2.0,Volos NFC,,,Konstantinos Galanopoulos,4-4-2◆,Evangelos Manouhos,Match Report,,,0.02,0.14,9.0,1.0,3.0,41.0,7.0,17.1,2023,AEK Athens,,,,,,,
7,2023-09-16,,Super League,Regular season,Sat,Home,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
8,2023-09-21,20:00,Europa Lg,Group stage,Thu,Away,,,,eng Brighton,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
9,2023-09-23,,Super League,Regular season,Sat,Away,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
10,2023-09-27,,Super League,Regular season,Wed,Home,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
11,2023-09-30,,Super League,Regular season,Sat,Away,,,,OFI Crete,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
12,2023-10-05,19:45,Europa Lg,Group stage,Thu,Home,,,,nl Ajax,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
13,2023-10-21,,Super League,Regular season,Sat,Away,,,,Asteras Tripoli,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
14,2023-10-26,18:45,Europa Lg,Group stage,Thu,Away,,,,fr Marseille,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
15,2023-10-28,,Super League,Regular season,Sat,Home,,,,PAOK,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
16,2023-11-04,,Super League,Regular season,Sat,Away,,,,AO Kifisia,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
17,2023-11-09,22:00,Europa Lg,Group stage,Thu,Home,,,,fr Marseille,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
18,2023-11-11,,Super League,Regular season,Sat,Home,,,,PAS Lamia,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
19,2023-11-25,,Super League,Regular season,Sat,Away,,,,PAS Giannina,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
20,2023-11-30,19:45,Europa Lg,Group stage,Thu,Home,,,,eng Brighton,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
21,2023-12-02,,Super League,Regular season,Sat,Home,,,,Aris,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
22,2023-12-09,,Super League,Regular season,Sat,Away,,,,Panetolikos,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
23,2023-12-14,21:00,Europa Lg,Group stage,Thu,Away,,,,nl Ajax,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
24,2023-12-16,,Super League,Regular season,Sat,Away,,,,Panserraikos,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
25,2023-12-20,,Super League,Regular season,Wed,Home,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
26,2024-01-03,,Super League,Regular season,Wed,Away,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
27,2024-01-06,,Super League,Regular season,Sat,Home,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
28,2024-01-13,,Super League,Regular season,Sat,Away,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
29,2024-01-20,,Super League,Regular season,Sat,Home,,,,OFI Crete,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
30,2024-01-27,,Super League,Regular season,Sat,Home,,,,Asteras Tripoli,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
31,2024-02-03,,Super League,Regular season,Sat,Away,,,,PAOK,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
32,2024-02-10,,Super League,Regular season,Sat,Home,,,,AO Kifisia,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
33,2024-02-17,,Super League,Regular season,Sat,Away,,,,PAS Lamia,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
34,2024-02-24,,Super League,Regular season,Sat,Home,,,,PAS Giannina,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
35,2024-03-03,,Super League,Regular season,Sun,Away,,,,Aris,,,,,,Head-to-Head,,,,,,,,,,,2023,AEK Athens,,,,,,,
0,2023-08-18,21:00,Super League,Regular season,Fri,Away,D,2.0,2.0,Volos NFC,,,Adam Tzanetopoulos,4-4-2,Petros Tsagarakis,Match Report,,,,,2.0,1.0,1.0,,,,2023,PAS Lamia,,,,,,,
1,2023-08-27,19:15,Super League,Regular season,Sun,Home,W,1.0,0.0,Aris,,,Adam Tzanetopoulos,4-4-2,Christos Vergetis,Match Report,,,,,1.0,0.0,0.0,,,,2023,PAS Lamia,,,,,,,
2,2023-09-03,20:00,Super League,Regular season,Sun,Away,L,0.0,4.0,Olympiacos,,,Adam Tzanetopoulos,4-4-2,Spyridon Zampalas,Match Report,,,,,0.0,0.0,0.0,,,,2023,PAS Lamia,,,,,,,
3,2023-09-16,,Super League,Regular season,Sat,Home,,,,OFI Crete,,,,,,Head-to-Head,,,,,3.0,1.0,1.0,,,,2023,PAS Lamia,,,,,,,
4,2023-09-23,,Super League,Regular season,Sat,Away,,,,Panserraikos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
5,2023-09-27,,Super League,Regular season,Wed,Away,,,,AO Kifisia,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
6,2023-09-30,,Super League,Regular season,Sat,Home,,,,Panetolikos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
7,2023-10-21,,Super League,Regular season,Sat,Home,,,,PAS Giannina,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
8,2023-10-28,,Super League,Regular season,Sat,Away,,,,Asteras Tripoli,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
9,2023-11-04,,Super League,Regular season,Sat,Home,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
10,2023-11-11,,Super League,Regular season,Sat,Away,,,,AEK Athens,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
11,2023-11-25,,Super League,Regular season,Sat,Home,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
12,2023-12-02,,Super League,Regular season,Sat,Away,,,,PAOK,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
13,2023-12-09,,Super League,Regular season,Sat,Home,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
14,2023-12-16,,Super League,Regular season,Sat,Away,,,,Aris,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
15,2023-12-20,,Super League,Regular season,Wed,Home,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
16,2024-01-03,,Super League,Regular season,Wed,Away,,,,OFI Crete,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
17,2024-01-06,,Super League,Regular season,Sat,Home,,,,Panserraikos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
18,2024-01-13,,Super League,Regular season,Sat,Home,,,,AO Kifisia,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
19,2024-01-20,,Super League,Regular season,Sat,Away,,,,Panetolikos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
20,2024-01-27,,Super League,Regular season,Sat,Away,,,,PAS Giannina,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
21,2024-02-03,,Super League,Regular season,Sat,Home,,,,Asteras Tripoli,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
22,2024-02-10,,Super League,Regular season,Sat,Away,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
23,2024-02-17,,Super League,Regular season,Sat,Home,,,,AEK Athens,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
24,2024-02-24,,Super League,Regular season,Sat,Away,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
25,2024-03-03,,Super League,Regular season,Sun,Home,,,,PAOK,,,,,,Head-to-Head,,,,,,,,,,,2023,PAS Lamia,,,,,,,
0,2023-08-20,20:00,Super League,Regular season,Sun,Away,L,0.0,3.0,PAOK,,,Juan Manuel Munafo Horta,4-2-3-1,Vassilis Fotias,Match Report,,,,,0.0,0.0,1.0,,,,2023,Asteras Tripoli,,,,,,,
1,2023-08-26,20:00,Super League,Regular season,Sat,Home,W,3.0,0.0,OFI Crete,,,Juan Manuel Munafo Horta,4-2-3-1,Anastasios Papapetrou,Match Report,,,,,3.0,0.0,0.0,,,,2023,Asteras Tripoli,,,,,,,
2,2023-09-03,20:00,Super League,Regular season,Sun,Away,L,2.0,3.0,Aris,,,Juan Manuel Munafo Horta,4-2-3-1,Konstantinos Katoikos,Match Report,,,,,2.0,0.0,0.0,,,,2023,Asteras Tripoli,,,,,,,
3,2023-09-16,,Super League,Regular season,Sat,Home,,,,PAS Giannina,,,,,,Head-to-Head,,,,,5.0,0.0,1.0,,,,2023,Asteras Tripoli,,,,,,,
4,2023-09-23,,Super League,Regular season,Sat,Away,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
5,2023-09-27,,Super League,Regular season,Wed,Home,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
6,2023-09-30,,Super League,Regular season,Sat,Away,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
7,2023-10-21,,Super League,Regular season,Sat,Home,,,,AEK Athens,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
8,2023-10-28,,Super League,Regular season,Sat,Home,,,,PAS Lamia,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
9,2023-11-04,,Super League,Regular season,Sat,Away,,,,Panetolikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
10,2023-11-11,,Super League,Regular season,Sat,Home,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
11,2023-11-25,,Super League,Regular season,Sat,Away,,,,AO Kifisia,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
12,2023-12-02,,Super League,Regular season,Sat,Home,,,,Panserraikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
13,2023-12-09,,Super League,Regular season,Sat,Home,,,,PAOK,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
14,2023-12-16,,Super League,Regular season,Sat,Away,,,,OFI Crete,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
15,2023-12-20,,Super League,Regular season,Wed,Home,,,,Aris,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
16,2024-01-03,,Super League,Regular season,Wed,Away,,,,PAS Giannina,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
17,2024-01-06,,Super League,Regular season,Sat,Home,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
18,2024-01-13,,Super League,Regular season,Sat,Away,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
19,2024-01-20,,Super League,Regular season,Sat,Home,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
20,2024-01-27,,Super League,Regular season,Sat,Away,,,,AEK Athens,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
21,2024-02-03,,Super League,Regular season,Sat,Away,,,,PAS Lamia,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
22,2024-02-10,,Super League,Regular season,Sat,Home,,,,Panetolikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
23,2024-02-17,,Super League,Regular season,Sat,Away,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
24,2024-02-24,,Super League,Regular season,Sat,Home,,,,AO Kifisia,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
25,2024-03-03,,Super League,Regular season,Sun,Away,,,,Panserraikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Asteras Tripoli,,,,,,,
0,2023-07-27,19:00,Conf Lg,Second qualifying round,Thu,Away,D,1,1,am Ararat-Armenia,,1400.0,Julián Cuesta,4-3-3,Bulat Sariyev,Match Report,Leg 1 of 2,,,,1.0,0.0,0.0,,,,2023,Aris,,,,,,,
1,2023-08-03,21:15,Conf Lg,Second qualifying round,Thu,Home,W,1,0,am Ararat-Armenia,,11217.0,Julián Cuesta,4-2-3-1,Michael Fabbri,Match Report,Leg 2 of 2; Aris won,,,,1.0,0.0,0.0,,,,2023,Aris,,,,,,,
2,2023-08-10,21:15,Conf Lg,Third qualifying round,Thu,Home,W,1,0,ua Dynamo Kyiv,,11847.0,Julián Cuesta,4-3-3,Jarred Gillett,Match Report,Leg 1 of 2,,,,1.0,1.0,1.0,,,,2023,Aris,,,,,,,
3,2023-08-17,20:00,Conf Lg,Third qualifying round,Thu,Away,L,1 (5),2 (6),ua Dynamo Kyiv,,4461.0,Fabiano Leismann,4-3-3,Sebastian Gishamer,Match Report,Leg 2 of 2; Dynamo Kyiv won; Dynamo Kyiv won on penalty kicks following extra time,,,,1.0,0.0,0.0,,,,2023,Aris,,,,,,,
4,2023-08-20,19:30,Super League,Regular season,Sun,Away,L,2,3,OFI Crete,,,Fabiano Leismann,4-2-3-1,Evangelos Manouhos,Match Report,,,,,2.0,0.0,0.0,,,,2023,Aris,,,,,,,
5,2023-08-27,19:15,Super League,Regular season,Sun,Away,L,0,1,PAS Lamia,,,Jakub Brabec,4-2-3-1,Christos Vergetis,Match Report,,,,,0.0,0.0,0.0,,,,2023,Aris,,,,,,,
6,2023-09-03,20:00,Super League,Regular season,Sun,Home,W,3,2,Asteras Tripoli,,,Julián Cuesta,4-2-3-1,Konstantinos Katoikos,Match Report,,,,,3.0,1.0,1.0,,,,2023,Aris,,,,,,,
7,2023-09-16,,Super League,Regular season,Sat,Away,,,,PAOK,,,,,,Head-to-Head,,,,,9.0,2.0,2.0,,,,2023,Aris,,,,,,,
8,2023-09-23,,Super League,Regular season,Sat,Home,,,,Panetolikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
9,2023-09-27,,Super League,Regular season,Wed,Away,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
10,2023-09-30,,Super League,Regular season,Sat,Home,,,,AO Kifisia,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
11,2023-10-21,,Super League,Regular season,Sat,Away,,,,Panserraikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
12,2023-10-28,,Super League,Regular season,Sat,Home,,,,PAS Giannina,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
13,2023-11-04,,Super League,Regular season,Sat,Home,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
14,2023-11-11,,Super League,Regular season,Sat,Away,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
15,2023-11-25,,Super League,Regular season,Sat,Home,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
16,2023-12-02,,Super League,Regular season,Sat,Away,,,,AEK Athens,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
17,2023-12-09,,Super League,Regular season,Sat,Home,,,,OFI Crete,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
18,2023-12-16,,Super League,Regular season,Sat,Home,,,,PAS Lamia,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
19,2023-12-20,,Super League,Regular season,Wed,Away,,,,Asteras Tripoli,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
20,2024-01-03,,Super League,Regular season,Wed,Home,,,,PAOK,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
21,2024-01-06,,Super League,Regular season,Sat,Away,,,,Panetolikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
22,2024-01-13,,Super League,Regular season,Sat,Home,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
23,2024-01-20,,Super League,Regular season,Sat,Away,,,,AO Kifisia,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
24,2024-01-27,,Super League,Regular season,Sat,Home,,,,Panserraikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
25,2024-02-03,,Super League,Regular season,Sat,Away,,,,PAS Giannina,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
26,2024-02-10,,Super League,Regular season,Sat,Away,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
27,2024-02-17,,Super League,Regular season,Sat,Home,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
28,2024-02-24,,Super League,Regular season,Sat,Away,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
29,2024-03-03,,Super League,Regular season,Sun,Home,,,,AEK Athens,,,,,,Head-to-Head,,,,,,,,,,,2023,Aris,,,,,,,
0,2023-08-20,19:00,Super League,Regular season,Sun,Away,L,0.0,3.0,PAS Giannina,,,Emanuel Sakic,4-3-3,Athanasios Tzilos,Match Report,,,,,0.0,0.0,0.0,,,,2023,AO Kifisia,,,,,,,
1,2023-08-27,21:00,Super League,Regular season,Sun,Away,L,1.0,2.0,PAOK,,,Antonis Papasavvas,4-2-3-1,Konstantinos Tsetsilas,Match Report,,,,,1.0,0.0,0.0,,,,2023,AO Kifisia,,,,,,,
2,2023-09-01,21:00,Super League,Regular season,Fri,Home,W,2.0,1.0,Atromitos,,,Antonis Papasavvas,4-2-3-1,Fotis Polychronis,Match Report,,,,,2.0,0.0,0.0,,,,2023,AO Kifisia,,,,,,,
3,2023-09-16,,Super League,Regular season,Sat,Home,,,,Panserraikos,,,,,,Head-to-Head,,,,,3.0,0.0,0.0,,,,2023,AO Kifisia,,,,,,,
4,2023-09-23,,Super League,Regular season,Sat,Away,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
5,2023-09-27,,Super League,Regular season,Wed,Home,,,,PAS Lamia,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
6,2023-09-30,,Super League,Regular season,Sat,Away,,,,Aris,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
7,2023-10-21,,Super League,Regular season,Sat,Home,,,,OFI Crete,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
8,2023-10-28,,Super League,Regular season,Sat,Away,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
9,2023-11-04,,Super League,Regular season,Sat,Home,,,,AEK Athens,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
10,2023-11-11,,Super League,Regular season,Sat,Away,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
11,2023-11-25,,Super League,Regular season,Sat,Home,,,,Asteras Tripoli,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
12,2023-12-02,,Super League,Regular season,Sat,Away,,,,Panetolikos,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
13,2023-12-09,,Super League,Regular season,Sat,Home,,,,PAS Giannina,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
14,2023-12-16,,Super League,Regular season,Sat,Home,,,,PAOK,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
15,2023-12-20,,Super League,Regular season,Wed,Away,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
16,2024-01-03,,Super League,Regular season,Wed,Away,,,,Panserraikos,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
17,2024-01-06,,Super League,Regular season,Sat,Home,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
18,2024-01-13,,Super League,Regular season,Sat,Away,,,,PAS Lamia,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
19,2024-01-20,,Super League,Regular season,Sat,Home,,,,Aris,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
20,2024-01-27,,Super League,Regular season,Sat,Away,,,,OFI Crete,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
21,2024-02-03,,Super League,Regular season,Sat,Home,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
22,2024-02-10,,Super League,Regular season,Sat,Away,,,,AEK Athens,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
23,2024-02-17,,Super League,Regular season,Sat,Home,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
24,2024-02-24,,Super League,Regular season,Sat,Away,,,,Asteras Tripoli,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
25,2024-03-03,,Super League,Regular season,Sun,Home,,,,Panetolikos,,,,,,Head-to-Head,,,,,,,,,,,2023,AO Kifisia,,,,,,,
0,2023-08-19,20:45,Super League,Regular season,Sat,Away,,,,AEK Athens,,,,,,,Match Postponed,,,,0.0,0.0,0.0,,,,2023,Panetolikos,,,,,,,
1,2023-08-25,21:00,Super League,Regular season,Fri,Home,D,0.0,0.0,PAS Giannina,,,Nikos Karelis,3-5-2,Konstantinos Katoikos,Match Report,,,,,1.0,0.0,0.0,,,,2023,Panetolikos,,,,,,,
2,2023-09-02,21:00,Super League,Regular season,Sat,Away,D,1.0,1.0,Panserraikos,,,Nikos Karelis,3-5-2,Stavros Tsimenteridis,Match Report,,,,,1.0,0.0,0.0,,,,2023,Panetolikos,,,,,,,
3,2023-09-16,,Super League,Regular season,Sat,Home,,,,Panathinaikos,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
4,2023-09-23,,Super League,Regular season,Sat,Away,,,,Aris,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
5,2023-09-27,,Super League,Regular season,Wed,Home,,,,OFI Crete,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
6,2023-09-30,,Super League,Regular season,Sat,Away,,,,PAS Lamia,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
7,2023-10-21,,Super League,Regular season,Sat,Home,,,,Volos NFC,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
8,2023-10-28,,Super League,Regular season,Sat,Away,,,,Atromitos,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
9,2023-11-04,,Super League,Regular season,Sat,Home,,,,Asteras Tripoli,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
10,2023-11-11,,Super League,Regular season,Sat,Away,,,,PAOK,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
11,2023-11-25,,Super League,Regular season,Sat,Away,,,,Olympiacos,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
12,2023-12-02,,Super League,Regular season,Sat,Home,,,,AO Kifisia,,,,,,Head-to-Head,,,,,,,,,,,2023,Panetolikos,,,,,,,
